gene	unique	total
ENSG00000102931.7	2179	2212
ENSG00000276663.1	535	535
ENSG00000260038.1	298	328
ENSG00000102934.9	8008	8706
ENSG00000260965.1	376	425
ENSG00000271456.1	191	191
ENSG00000102962.4	2648	2893
ENSG00000006210.6	5733	6009
ENSG00000102970.10	587	587
ENSG00000005194.14	3421	3780
ENSG00000088682.13	4440	4527
ENSG00000260345.1	28	268
ENSG00000102978.12	3822	4044
ENSG00000125170.10	5000	5000
ENSG00000135736.5	2550	2550
ENSG00000159618.15	5886	5886
ENSG00000260828.1	502	531
ENSG00000205336.11	9432	9479
ENSG00000261633.1	516	526
ENSG00000182885.16	3380	3380
ENSG00000260467.1	774	774
ENSG00000159625.14	5362	5363
ENSG00000260438.1	766	781
ENSG00000140854.12	4833	4833
ENSG00000140859.15	9947	10039
ENSG00000276166.1	637	637
ENSG00000274816.1	34	34
ENSG00000187185.4	2057	2084
ENSG00000206833.1	2	77
ENSG00000070729.13	7287	7368
ENSG00000159648.11	3128	3206
ENSG00000166188.2	4242	4243
ENSG00000103005.11	8444	8444
ENSG00000102996.4	4387	4387
ENSG00000207173.1	65	71
ENSG00000261151.1	805	865
ENSG00000070761.7	2420	2420
ENSG00000260545.1	385	385
ENSG00000260927.1	547	547
ENSG00000070770.8	6869	6872
ENSG00000260867.1	300	300
ENSG00000240863.3	207	239
ENSG00000103021.9	5806	6005
ENSG00000103023.11	2137	2137
ENSG00000181938.13	5036	5203
ENSG00000212379.1	65	67
ENSG00000261078.1	338	344
ENSG00000252271.1	71	71
ENSG00000276131.1	625	625
ENSG00000260186.5	1742	1799
ENSG00000103034.14	10496	10516
ENSG00000200556.1	66	77
ENSG00000103037.11	5207	5293
ENSG00000125107.17	11063	11195
ENSG00000276259.1	660	843
ENSG00000207493.1	104	105
ENSG00000206952.3	0	104
ENSG00000281910.1	2	106
ENSG00000260865.1	327	327
ENSG00000103042.8	7036	7239
ENSG00000279889.1	469	469
ENSG00000125166.12	3545	3874
ENSG00000245768.6	2660	2661
ENSG00000200424.1	54	77
ENSG00000244003.3	230	267
ENSG00000260451.1	624	670
ENSG00000242423.2	448	448
ENSG00000261638.1	551	551
ENSG00000275808.1	186	252
ENSG00000244043.1	207	225
ENSG00000261144.1	172	172
ENSG00000200062.1	105	111
ENSG00000270222.1	496	496
ENSG00000260240.4	1116	1275
ENSG00000261807.2	6449	6556
ENSG00000261278.1	344	396
ENSG00000261590.1	127	231
ENSG00000278499.2	388	996
ENSG00000261436.5	1024	1024
ENSG00000261310.1	407	535
ENSG00000259844.2	1906	1950
ENSG00000261178.2	1347	1347
ENSG00000224631.4	132	536
ENSG00000150394.13	13269	13530
ENSG00000260600.1	1965	1965
ENSG00000201289.1	257	293
ENSG00000260115.1	512	684
ENSG00000207441.1	31	77
ENSG00000280261.1	108	108
ENSG00000237901.1	346	346
ENSG00000231589.1	528	528
ENSG00000260332.1	449	455
ENSG00000261502.3	3726	3793
ENSG00000269986.1	435	435
ENSG00000261199.1	418	432
ENSG00000260658.5	808	809
ENSG00000241808.1	351	357
ENSG00000261743.1	526	526
ENSG00000279225.1	210	210
ENSG00000259864.1	153	153
ENSG00000261014.1	413	413
ENSG00000261653.1	888	1099
ENSG00000260715.1	1376	1376
ENSG00000261028.1	747	831
ENSG00000260668.1	283	524
ENSG00000259846.1	515	518
ENSG00000260187.2	880	886
ENSG00000260068.1	212	212
ENSG00000140937.13	13279	13509
ENSG00000278893.1	1808	2075
ENSG00000259847.1	860	860
ENSG00000260834.1	1059	1423
ENSG00000260364.1	680	751
ENSG00000261742.5	2132	2156
ENSG00000261818.1	398	398
ENSG00000260004.1	442	442
ENSG00000260695.1	2643	2643
ENSG00000261234.1	235	235
ENSG00000201999.1	55	102
ENSG00000179776.17	6011	6014
ENSG00000246898.1	2117	2117
ENSG00000166546.13	7462	7500
ENSG00000260146.1	324	324
ENSG00000261656.5	475	1002
ENSG00000260851.6	132	842
ENSG00000166548.15	7179	7377
ENSG00000260755.1	481	481
ENSG00000261519.3	1664	1880
ENSG00000275745.1	0	81
ENSG00000217555.12	559	1242
ENSG00000254788.7	275	1496
ENSG00000277978.1	352	352
ENSG00000089505.17	1296	1834
ENSG00000140932.9	1171	1171
ENSG00000260650.1	525	525
ENSG00000140931.19	3342	3344
ENSG00000183723.12	8174	8174
ENSG00000135720.12	8541	8595
ENSG00000260465.1	1760	1760
ENSG00000260558.1	472	487
ENSG00000246777.1	2788	2864
ENSG00000249961.9	3046	3236
ENSG00000159593.14	5042	5187
ENSG00000258122.1	404	404
ENSG00000168748.13	1860	1860
ENSG00000172840.6	7987	8506
ENSG00000166589.12	3897	3897
ENSG00000166592.11	1811	1811
ENSG00000166595.11	1149	1149
ENSG00000172831.11	5260	5475
ENSG00000265408.1	103	287
ENSG00000280416.1	359	407
ENSG00000172828.12	4794	5043
ENSG00000172824.14	4500	4644
ENSG00000280334.1	2329	2768
ENSG00000265918.2	234	269
ENSG00000067955.13	4173	4177
ENSG00000125149.11	5867	6149
ENSG00000237172.3	2887	2887
ENSG00000102871.15	2583	2583
ENSG00000135722.8	2320	3252
ENSG00000265690.7	197	2040
ENSG00000102878.16	2895	3953
ENSG00000140939.14	3086	3180
ENSG00000196123.12	4727	5036
ENSG00000179044.15	3271	3271
ENSG00000205250.8	3788	3797
ENSG00000102890.14	2685	2685
ENSG00000207948.3	45	45
ENSG00000280163.1	1323	1645
ENSG00000125122.15	2990	2990
ENSG00000168701.18	1982	1982
ENSG00000135723.13	5664	5673
ENSG00000135740.16	5618	5667
ENSG00000262691.1	2428	2647
ENSG00000196155.12	7682	7712
ENSG00000168676.10	7109	7526
ENSG00000201201.1	171	300
ENSG00000159708.17	4184	4398
ENSG00000159713.10	2541	2671
ENSG00000239194.1	0	130
ENSG00000159714.10	3334	3334
ENSG00000176387.6	2669	2669
ENSG00000261320.1	445	445
ENSG00000159720.11	8287	8573
ENSG00000270049.2	2723	2738
ENSG00000159723.4	734	734
ENSG00000276075.1	881	881
ENSG00000039523.19	7003	7003
ENSG00000261396.1	500	500
ENSG00000259945.1	300	306
ENSG00000260894.1	171	177
ENSG00000261386.2	1153	1153
ENSG00000280214.1	1809	2091
ENSG00000259804.1	869	869
ENSG00000102974.14	4322	4322
ENSG00000237718.2	1218	1296
ENSG00000159753.13	8171	8196
ENSG00000102977.13	3628	3628
ENSG00000102981.9	1516	1516
ENSG00000124074.11	2746	2746
ENSG00000159761.14	1900	1900
ENSG00000141098.12	8080	8746
ENSG00000141084.10	6594	6594
ENSG00000270165.1	454	539
ENSG00000102904.14	4095	4101
ENSG00000102901.12	6305	6306
ENSG00000168286.2	2037	2079
ENSG00000102898.11	3775	3947
ENSG00000262141.1	127	127
ENSG00000038358.14	5275	6448
ENSG00000263126.1	1931	3877
ENSG00000188038.7	248	1021
ENSG00000159792.9	3947	3947
ENSG00000141086.17	543	2839
ENSG00000261884.2	2587	5660
ENSG00000205220.11	1349	1934
ENSG00000213398.7	2396	2721
ENSG00000124067.16	8301	8628
ENSG00000141096.4	1997	2017
ENSG00000167261.13	3680	3718
ENSG00000167264.17	4633	4680
ENSG00000262962.1	1454	1474
ENSG00000263201.1	1155	1155
ENSG00000202336.1	70	78
ENSG00000182810.6	2139	2139
ENSG00000261864.1	164	519
ENSG00000072736.18	7188	8961
ENSG00000201850.1	65	65
ENSG00000212445.1	105	105
ENSG00000262514.1	1094	1157
ENSG00000279621.1	1094	1111
ENSG00000240435.2	297	307
ENSG00000260891.1	430	430
ENSG00000263276.1	1480	2992
ENSG00000262160.1	3130	3147
ENSG00000103067.13	5690	5743
ENSG00000284259.1	0	44
ENSG00000261469.1	503	503
ENSG00000103066.12	4429	4681
ENSG00000260441.5	459	459
ENSG00000103064.13	7765	7808
ENSG00000252026.1	57	66
ENSG00000103061.12	5252	5252
ENSG00000279649.1	2605	2668
ENSG00000132600.16	9891	9903
ENSG00000259797.1	349	398
ENSG00000222177.1	103	113
ENSG00000103056.11	6615	7314
ENSG00000279693.1	2188	2908
ENSG00000274698.1	1962	2006
ENSG00000199263.1	82	82
ENSG00000241334.2	233	304
ENSG00000184939.15	7124	7227
ENSG00000201164.1	113	114
ENSG00000260084.1	473	517
ENSG00000275383.1	2590	3013
ENSG00000252040.1	87	102
ENSG00000252640.1	88	88
ENSG00000062038.13	6063	6311
ENSG00000260577.2	1645	1652
ENSG00000260860.2	759	863
ENSG00000261395.3	199	242
ENSG00000039068.18	6191	6370
ENSG00000200558.1	33	79
ENSG00000260798.1	519	532
ENSG00000260459.2	454	454
ENSG00000103047.7	6632	6851
ENSG00000199979.1	59	72
ENSG00000275504.1	33	34
ENSG00000260999.1	230	230
ENSG00000266801.1	611	611
ENSG00000202497.1	51	74
ENSG00000271129.1	448	449
ENSG00000244378.1	2268	2338
ENSG00000103044.10	5287	5287
ENSG00000168802.12	3169	3539
ENSG00000141076.17	5707	5858
ENSG00000207083.1	33	77
ENSG00000168807.16	9603	9981
ENSG00000200164.1	38	71
ENSG00000265113.1	377	398
ENSG00000260914.3	28	1254
ENSG00000132612.15	4324	5679
ENSG00000213380.14	3054	4781
ENSG00000272617.2	1948	4245
ENSG00000258429.1	597	1128
ENSG00000260371.1	29	534
ENSG00000259900.5	52	744
ENSG00000132603.13	3175	3356
ENSG00000157315.4	939	1377
ENSG00000132604.10	5298	5729
ENSG00000103018.16	4517	6956
ENSG00000261527.1	692	692
ENSG00000260108.1	0	2391
ENSG00000102908.20	14698	16557
ENSG00000223109.1	31	31
ENSG00000274093.1	401	401
ENSG00000260772.1	0	1558
ENSG00000181019.12	3197	3329
ENSG00000261602.1	459	545
ENSG00000262136.1	562	562
ENSG00000141101.12	1833	2230
ENSG00000260290.2	718	1372
ENSG00000198373.12	9035	9100
ENSG00000252443.1	90	90
ENSG00000208017.3	70	70
ENSG00000157322.17	1956	6290
ENSG00000277003.1	31	77
ENSG00000196696.12	2618	6212
ENSG00000226232.8	60	1752
ENSG00000255185.5	962	2727
ENSG00000239118.1	0	47
ENSG00000241183.1	155	466
ENSG00000090857.13	8197	10636
ENSG00000247228.2	2257	2461
ENSG00000157335.20	708	5102
ENSG00000261145.1	0	76
ENSG00000261556.9	2214	4564
ENSG00000223496.2	4573	5121
ENSG00000090861.15	4532	4546
ENSG00000265648.2	159	254
ENSG00000157349.16	3079	4690
ENSG00000260537.2	0	2538
ENSG00000261777.5	1352	1478
ENSG00000168872.16	5802	8299
ENSG00000157350.12	8956	9697
ENSG00000260111.1	555	560
ENSG00000240043.1	204	209
ENSG00000200153.1	50	77
ENSG00000157353.16	7565	7839
ENSG00000103051.18	4944	5058
ENSG00000189091.12	12067	12512
ENSG00000221514.1	50	50
ENSG00000221066.1	64	64
ENSG00000157368.10	2260	2260
ENSG00000132613.14	5063	5063
ENSG00000279569.1	4140	4140
ENSG00000103043.14	8410	8410
ENSG00000279412.1	2874	2874
ENSG00000260156.1	521	521
ENSG00000214353.7	4701	4851
ENSG00000279815.1	400	400
ENSG00000279122.1	1149	1225
ENSG00000279123.1	641	683
ENSG00000262890.1	728	728
ENSG00000157423.17	11354	23873
ENSG00000221725.1	35	87
ENSG00000259833.5	636	636
ENSG00000259798.1	433	453
ENSG00000180917.17	7686	7695
ENSG00000261260.1	404	404
ENSG00000172137.18	1784	1784
ENSG00000261348.1	500	500
ENSG00000262120.1	212	303
ENSG00000260734.4	1348	1348
ENSG00000262008.1	163	163
ENSG00000167377.17	4699	7502
ENSG00000261611.5	133	3647
ENSG00000247324.2	2610	2791
ENSG00000157429.15	8397	9455
ENSG00000260520.1	410	410
ENSG00000140835.9	2631	2660
ENSG00000260015.1	379	379
ENSG00000252339.1	60	69
ENSG00000198650.10	5289	5433
ENSG00000260886.1	843	843
ENSG00000260593.1	435	435
ENSG00000140832.9	6000	6440
ENSG00000040199.18	12115	12529
ENSG00000260185.1	376	376
ENSG00000199301.1	48	77
ENSG00000263666.1	98	105
ENSG00000261513.1	747	747
ENSG00000260612.1	967	988
ENSG00000166747.12	11180	11390
ENSG00000223224.1	56	56
ENSG00000283057.1	188	202
ENSG00000262140.1	850	851
ENSG00000224470.7	8258	8509
ENSG00000182149.20	7443	8134
ENSG00000279592.1	967	967
ENSG00000102984.14	3583	3583
ENSG00000261765.1	289	396
ENSG00000277481.1	5169	5169
ENSG00000242176.1	124	125
ENSG00000263311.1	338	373
ENSG00000263232.2	1301	1477
ENSG00000102967.11	6615	7069
ENSG00000140830.8	3040	3171
ENSG00000257017.8	3948	4846
ENSG00000261701.6	893	1636
ENSG00000260252.1	317	328
ENSG00000140829.11	6580	6580
ENSG00000118557.15	5795	5795
ENSG00000261673.1	361	361
ENSG00000261774.1	231	271
ENSG00000261008.6	4779	4863
ENSG00000283564.1	23	27
ENSG00000260664.2	5109	5221
ENSG00000259768.5	4721	4723
ENSG00000238731.1	32	32
ENSG00000261764.1	883	1249
ENSG00000279206.1	570	570
ENSG00000140836.15	19556	19770
ENSG00000259209.3	1657	1664
ENSG00000251868.1	30	30
ENSG00000279757.1	368	429
ENSG00000280092.1	418	511
ENSG00000272330.1	83	128
ENSG00000279591.1	901	940
ENSG00000271009.3	2042	2042
ENSG00000260880.3	1651	1651
ENSG00000284675.1	786	793
ENSG00000261227.2	1110	1110
ENSG00000279120.1	394	401
ENSG00000284683.1	2601	2601
ENSG00000258779.7	6300	6333
ENSG00000260848.1	502	502
ENSG00000283457.1	922	922
ENSG00000259817.2	344	361
ENSG00000284670.1	699	1113
ENSG00000261404.6	5761	5944
ENSG00000279420.1	571	571
ENSG00000279100.1	750	750
ENSG00000260471.1	360	469
ENSG00000261248.1	378	445
ENSG00000275236.1	1397	1430
ENSG00000103035.10	2668	2768
ENSG00000259972.2	2861	3286
ENSG00000239763.2	437	443
ENSG00000260884.1	483	483
ENSG00000214331.8	1723	3915
ENSG00000261079.1	2324	2335
ENSG00000196436.8	397	1645
ENSG00000276822.1	0	78
ENSG00000140839.11	391	3249
ENSG00000261170.1	428	632
ENSG00000090863.11	13825	14325
ENSG00000251794.1	41	41
ENSG00000207525.1	71	71
ENSG00000240861.1	135	466
ENSG00000270945.1	220	291
ENSG00000168411.13	6401	6539
ENSG00000262904.1	1049	1171
ENSG00000168404.12	5647	5907
ENSG00000103089.8	3266	3266
ENSG00000261458.1	235	290
ENSG00000103091.14	8973	9565
ENSG00000186187.11	8858	8921
ENSG00000247033.1	1636	1636
ENSG00000166816.13	2410	2410
ENSG00000261058.1	417	480
ENSG00000184517.11	3882	3889
ENSG00000213318.4	699	753
ENSG00000168928.12	1917	2483
ENSG00000168925.10	419	985
ENSG00000240338.5	1511	1535
ENSG00000050820.16	8392	9336
ENSG00000280152.1	3320	4054
ENSG00000252101.2	55	59
ENSG00000153774.8	3152	3389
ENSG00000259999.1	378	397
ENSG00000261783.1	295	344
ENSG00000252122.1	105	105
ENSG00000261717.5	81	554
ENSG00000274220.1	2346	2527
ENSG00000166822.12	4900	5615
ENSG00000261476.1	803	822
ENSG00000183196.8	7608	8462
ENSG00000203472.3	371	543
ENSG00000273971.1	307	312
ENSG00000262583.1	366	800
ENSG00000260092.1	32	2095
ENSG00000135702.14	1265	3320
ENSG00000205084.10	5213	6185
ENSG00000259992.1	50	768
ENSG00000276408.1	636	638
ENSG00000034713.7	2910	3031
ENSG00000276523.1	471	471
ENSG00000065457.10	4271	4583
ENSG00000065427.14	4164	4191
ENSG00000166848.5	3304	3374
ENSG00000284484.1	1037	1210
ENSG00000282757.3	1049	1049
ENSG00000240199.3	244	256
ENSG00000261424.1	653	730
ENSG00000283755.1	1015	1188
ENSG00000261313.1	706	706
ENSG00000199299.1	80	80
ENSG00000260223.1	830	830
ENSG00000260983.1	709	709
ENSG00000244485.1	458	539
ENSG00000152910.18	6369	6505
ENSG00000252814.1	80	80
ENSG00000252022.1	58	58
ENSG00000261833.2	65	293
ENSG00000273659.1	394	513
ENSG00000250514.1	2069	2168
ENSG00000259995.1	436	436
ENSG00000266426.1	54	54
ENSG00000260797.1	621	633
ENSG00000279856.1	957	1008
ENSG00000103111.14	6786	7086
ENSG00000205078.5	1152	1241
ENSG00000261063.1	531	536
ENSG00000226348.1	823	823
ENSG00000260922.1	622	622
ENSG00000140873.15	6755	6755
ENSG00000260701.1	549	549
ENSG00000261154.1	389	389
ENSG00000278862.1	3153	3367
ENSG00000140876.11	1671	1717
ENSG00000261707.1	770	770
ENSG00000171724.2	4107	4107
ENSG00000278926.1	1533	1662
ENSG00000261330.1	361	464
ENSG00000261540.1	447	458
ENSG00000166509.10	2875	2975
ENSG00000260731.1	1181	1385
ENSG00000261776.1	1050	1074
ENSG00000186153.16	4995	5020
ENSG00000276007.1	974	1060
ENSG00000279991.1	1744	1768
ENSG00000260969.1	413	413
ENSG00000260014.1	264	276
ENSG00000260733.1	689	689
ENSG00000279887.1	1223	1317
ENSG00000261837.1	677	677
ENSG00000279129.1	2481	2524
ENSG00000243101.1	685	696
ENSG00000280115.1	732	737
ENSG00000280190.1	2013	2013
ENSG00000260816.2	4239	4254
ENSG00000279732.1	92	92
ENSG00000261537.1	763	763
ENSG00000280274.1	1062	1264
ENSG00000260694.1	446	446
ENSG00000260479.1	403	403
ENSG00000260511.1	347	347
ENSG00000277954.1	4086	4086
ENSG00000261722.1	305	305
ENSG00000222244.1	75	90
ENSG00000261472.1	389	389
ENSG00000178573.6	6958	6974
ENSG00000277214.1	576	576
ENSG00000278058.1	774	774
ENSG00000275040.1	612	612
ENSG00000279378.1	1812	2001
ENSG00000260876.5	2404	2404
ENSG00000261390.5	3170	3211
ENSG00000261082.1	537	593
ENSG00000260237.1	501	501
ENSG00000260706.5	725	725
ENSG00000259867.5	2952	3040
ENSG00000261376.1	506	506
ENSG00000168589.14	1512	1512
ENSG00000260183.1	504	504
ENSG00000260737.5	2162	2162
ENSG00000166446.14	8546	8546
ENSG00000260064.1	799	799
ENSG00000260594.1	422	422
ENSG00000260896.5	2513	2534
ENSG00000103121.8	12554	13137
ENSG00000278985.1	1422	1746
ENSG00000166451.13	3670	3684
ENSG00000260213.5	478	1369
ENSG00000284512.1	1517	2891
ENSG00000261061.1	594	686
ENSG00000166454.9	5479	6274
ENSG00000166455.13	458	2403
ENSG00000260643.2	648	3175
ENSG00000261141.1	552	563
ENSG00000261838.5	440	465
ENSG00000245059.2	1026	1058
ENSG00000140905.10	3278	3900
ENSG00000166473.17	18260	18788
ENSG00000252608.1	77	77
ENSG00000135697.9	2928	2928
ENSG00000280182.1	1865	2138
ENSG00000260495.1	2424	2663
ENSG00000261609.5	14242	15376
ENSG00000284473.1	0	46
ENSG00000272923.1	23	724
ENSG00000153815.16	12697	12697
ENSG00000279021.1	932	938
ENSG00000260229.1	352	467
ENSG00000279476.1	2559	2762
ENSG00000277255.1	35	35
ENSG00000275109.1	31	31
ENSG00000279681.1	476	476
ENSG00000279294.1	2029	2029
ENSG00000279841.1	1816	1816
ENSG00000261218.5	1672	2013
ENSG00000197943.9	12855	13475
ENSG00000260682.3	0	288
ENSG00000276519.1	324	324
ENSG00000184860.9	11622	11938
ENSG00000086696.10	9344	9543
ENSG00000261235.1	1014	1028
ENSG00000260161.1	1032	1102
ENSG00000135698.9	2374	2374
ENSG00000261029.1	394	394
ENSG00000251888.1	256	256
ENSG00000259873.1	439	515
ENSG00000261285.5	730	736
ENSG00000261176.1	474	474
ENSG00000140945.16	11128	11400
ENSG00000277387.1	59	59
ENSG00000280044.1	191	191
ENSG00000260862.1	3821	4007
ENSG00000263360.2	127	273
ENSG00000260832.1	1463	1463
ENSG00000261410.1	719	719
ENSG00000263785.1	33	33
ENSG00000261103.1	523	536
ENSG00000260788.5	1826	1830
ENSG00000259914.1	672	672
ENSG00000260228.5	1445	1572
ENSG00000230989.6	9337	9546
ENSG00000103150.5	15221	15579
ENSG00000260300.5	2364	3103
ENSG00000260932.1	524	524
ENSG00000140961.12	3038	3504
ENSG00000103154.9	2579	2579
ENSG00000166558.10	1785	1785
ENSG00000199350.1	86	86
ENSG00000140943.16	10367	10417
ENSG00000274677.1	582	582
ENSG00000260018.1	491	491
ENSG00000260410.2	985	985
ENSG00000103160.11	4341	4390
ENSG00000154099.17	7421	7973
ENSG00000103168.16	6162	6162
ENSG00000140955.10	4262	4272
ENSG00000250685.7	2790	2918
ENSG00000168418.7	6250	6522
ENSG00000260858.1	433	433
ENSG00000201361.1	70	84
ENSG00000103175.10	8453	8813
ENSG00000260530.1	386	386
ENSG00000260504.1	439	439
ENSG00000064270.12	7562	7562
ENSG00000261286.1	2968	2968
ENSG00000140950.15	7910	8182
ENSG00000261243.1	566	566
ENSG00000103187.7	6526	6781
ENSG00000261471.1	2400	2400
ENSG00000135686.12	9903	10091
ENSG00000103194.15	4586	5496
ENSG00000103196.11	7659	7983
ENSG00000260859.1	230	230
ENSG00000279622.1	2486	2517
ENSG00000260340.1	448	568
ENSG00000153786.12	3973	4000
ENSG00000135709.12	8656	8888
ENSG00000153789.12	1925	1928
ENSG00000278214.1	1785	1975
ENSG00000275088.1	3249	3249
ENSG00000131149.18	13377	13483
ENSG00000270313.1	173	186
ENSG00000179219.5	1338	1536
ENSG00000266307.1	70	70
ENSG00000278716.1	989	989
ENSG00000270124.1	571	571
ENSG00000260417.1	3344	3423
ENSG00000263968.2	235	268
ENSG00000131153.8	3051	3232
ENSG00000154102.10	2238	2287
ENSG00000275393.1	504	504
ENSG00000283416.1	50	50
ENSG00000269898.1	400	468
ENSG00000131148.8	3998	4059
ENSG00000252311.1	88	95
ENSG00000270184.1	641	659
ENSG00000270159.1	378	378
ENSG00000131143.8	4955	5120
ENSG00000270698.1	282	285
ENSG00000214259.3	571	634
ENSG00000279907.1	2386	2462
ENSG00000140968.10	5254	5254
ENSG00000274134.1	40	40
ENSG00000268804.1	707	720
ENSG00000269667.1	425	444
ENSG00000279604.1	742	763
ENSG00000261177.1	7145	7390
ENSG00000268078.1	449	449
ENSG00000268505.1	4009	4009
ENSG00000269186.1	411	411
ENSG00000270058.1	534	534
ENSG00000268754.1	435	435
ENSG00000199949.2	54	65
ENSG00000268532.1	2035	2035
ENSG00000168367.9	3266	3266
ENSG00000269826.1	870	871
ENSG00000268473.1	713	714
ENSG00000268388.5	6814	6867
ENSG00000103241.6	3443	3486
ENSG00000270020.1	3445	3445
ENSG00000243697.1	561	766
ENSG00000103248.18	7035	7040
ENSG00000280278.1	1911	1950
ENSG00000260944.1	289	289
ENSG00000176692.5	2359	2448
ENSG00000176678.5	3658	3709
ENSG00000279142.1	2421	2421
ENSG00000260387.1	239	239
ENSG00000261161.1	478	478
ENSG00000274478.1	694	694
ENSG00000260026.1	476	476
ENSG00000261175.5	3664	3814
ENSG00000260795.1	248	268
ENSG00000232190.2	4009	4053
ENSG00000261363.2	434	434
ENSG00000260456.6	3013	3694
ENSG00000261095.1	1417	1417
ENSG00000261651.1	348	348
ENSG00000261697.5	2446	2446
ENSG00000243705.1	63	123
ENSG00000280419.1	655	655
ENSG00000131152.4	29	923
ENSG00000270006.2	371	371
ENSG00000270082.1	414	435
ENSG00000103264.17	6544	6949
ENSG00000269901.1	397	420
ENSG00000140941.12	5090	5422
ENSG00000261592.1	351	473
ENSG00000140948.11	7295	7381
ENSG00000276393.1	395	487
ENSG00000276337.1	3828	3971
ENSG00000260750.5	1328	1329
ENSG00000269935.1	1635	1635
ENSG00000154118.12	5923	5928
ENSG00000277504.1	503	503
ENSG00000226180.3	2532	2581
ENSG00000104731.13	11353	11688
ENSG00000260671.2	308	308
ENSG00000260498.5	829	829
ENSG00000260177.1	693	726
ENSG00000103257.8	4426	4714
ENSG00000278598.1	39	39
ENSG00000260466.1	492	492
ENSG00000174990.4	6286	7920
ENSG00000260603.1	390	390
ENSG00000270385.1	261	437
ENSG00000260443.1	115	115
ENSG00000172530.20	7717	8295
ENSG00000261193.1	527	529
ENSG00000260166.1	183	183
ENSG00000205037.2	3586	3586
ENSG00000260162.2	425	578
ENSG00000261327.4	1344	1477
ENSG00000261816.1	314	414
ENSG00000260420.2	468	468
ENSG00000261273.1	338	404
ENSG00000225614.2	13282	13282
ENSG00000179588.8	6143	6160
ENSG00000263456.1	84	84
ENSG00000261744.1	703	703
ENSG00000158545.15	8496	8828
ENSG00000124391.4	1378	1378
ENSG00000051523.10	3463	3498
ENSG00000167508.11	4881	5016
ENSG00000260630.6	5014	5060
ENSG00000185669.5	1702	1702
ENSG00000158717.10	4545	4545
ENSG00000259813.1	183	183
ENSG00000174177.12	3599	3599
ENSG00000278341.1	1449	1452
ENSG00000103335.21	10978	11027
ENSG00000284585.1	30	30
ENSG00000260121.1	1771	1815
ENSG00000224888.4	4745	4745
ENSG00000260617.1	524	524
ENSG00000182376.2	2117	2235
ENSG00000167513.8	3094	3334
ENSG00000198931.10	1931	1931
ENSG00000141012.12	8340	8531
ENSG00000167515.10	4734	4734
ENSG00000205022.9	1343	1343
ENSG00000129993.14	6011	6011
ENSG00000259881.1	3047	3047
ENSG00000261226.1	2871	2871
ENSG00000205018.2	1099	1099
ENSG00000259989.1	442	442
ENSG00000256982.1	2119	2119
ENSG00000176715.15	11472	11834
ENSG00000261546.1	2075	2075
ENSG00000180422.3	3908	3943
ENSG00000205015.1	1296	1296
ENSG00000129910.7	4415	4545
ENSG00000259803.6	2565	2565
ENSG00000259877.2	2192	2413
ENSG00000170100.13	10251	10633
ENSG00000260659.1	373	373
ENSG00000167522.14	15642	16701
ENSG00000268218.1	3464	3630
ENSG00000260279.2	486	486
ENSG00000261253.2	1352	1358
ENSG00000261574.1	390	390
ENSG00000261692.1	385	385
ENSG00000252887.1	76	77
ENSG00000270832.1	535	538
ENSG00000197912.14	11509	11997
ENSG00000261118.1	1014	1015
ENSG00000274627.1	4935	5316
ENSG00000167526.13	5927	6438
ENSG00000200084.1	0	54
ENSG00000178773.14	3148	3153
ENSG00000015413.9	2795	2806
ENSG00000131165.14	3249	3249
ENSG00000167523.13	5615	5845
ENSG00000185324.21	6663	7147
ENSG00000260259.1	633	641
ENSG00000275734.1	508	633
ENSG00000158792.15	2492	2492
ENSG00000075399.13	3416	3484
ENSG00000261373.1	1697	1697
ENSG00000158805.11	7381	7492
ENSG00000187741.14	10358	10392
ENSG00000204991.10	7259	8011
ENSG00000141002.19	7233	8251
ENSG00000267048.1	91	529
ENSG00000258839.3	3226	5236
ENSG00000198211.8	28	2746
ENSG00000259006.1	955	955
ENSG00000258947.6	2809	4410
ENSG00000140995.16	6618	7060
ENSG00000177946.5	2598	2737
ENSG00000261317.1	1765	1870
ENSG00000223959.8	9323	9478
ENSG00000003249.13	4707	4760
ENSG00000141013.16	5841	5841
ENSG00000221819.5	429	429
ENSG00000222019.7	2332	2332
ENSG00000126856.13	3367	4143
ENSG00000261812.6	885	2494
ENSG00000260528.4	794	4446
ENSG00000260507.1	287	386
ENSG00000261172.1	394	922
ENSG00000222359.1	0	74
ENSG00000260923.6	1169	3506
ENSG00000277349.1	155	1774
ENSG00000280279.1	258	2066
ENSG00000280136.2	152	1343
ENSG00000277613.1	0	74
ENSG00000268320.3	128	448
ENSG00000272636.3	6312	6416
ENSG00000273172.1	1155	1155
ENSG00000181031.15	6052	6129
ENSG00000262920.5	403	403
ENSG00000262061.5	2295	2295
ENSG00000262294.1	718	718
ENSG00000262558.1	883	883
ENSG00000241525.4	1302	1302
ENSG00000187624.8	2553	2553
ENSG00000183688.4	3481	3591
ENSG00000263015.1	453	453
ENSG00000141252.19	18942	19935
ENSG00000263300.1	401	448
ENSG00000262905.1	545	545
ENSG00000262708.1	564	564
ENSG00000244097.1	486	724
ENSG00000167695.14	2847	2847
ENSG00000179409.10	5424	5424
ENSG00000231784.8	2431	2444
ENSG00000167699.13	5740	5941
ENSG00000262228.2	1549	1747
ENSG00000171861.10	2031	2062
ENSG00000262434.1	456	456
